,저수량(현재),전일방류량(본댐),당일유입량,홍수기,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_week_of_year,cos_week_of_year,기온(°C),강수량(mm),지면온도(°C),습도(%),1일후강수량,2일후강수량
2001-06-20,226.9375,17.7,39.7,0.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.65416666666667,1.3819444444444444,24.222916666666663,76.45833333333333,0.0,0.0
2001-06-21,228.34166666666667,15.800000000000002,26.0,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,20.666666666666668,0.0,22.160416666666663,69.0,0.0,0.15625
2001-06-22,228.7333333333333,16.7,17.0,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.329166666666666,0.0,24.745833333333334,70.33333333333333,0.15625,4.125
2001-06-23,228.7875,14.300000000000002,16.1,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,21.0625,0.15625,22.722916666666663,79.75,4.125,3.571969696969697
2001-06-24,233.36666666666667,16.1,243.6,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,19.704166666666666,4.125,21.004166666666663,84.625,3.571969696969697,0.0937204071969696
2001-06-25,281.6125,15.9,544.9,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,24.166666666666668,3.571969696969697,27.710416666666664,70.375,0.0937204071969696,0.38671875
2001-06-26,298.4916666666667,17.1,103.7,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,22.60833333333333,0.0937204071969696,25.347916666666663,76.75,0.38671875,0.19921875
2001-06-27,303.7083333333333,16.3,55.20000000000001,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,24.0125,0.38671875,29.9,68.20833333333333,0.19921875,0.3768446180555556
2001-06-28,306.175,15.0,38.2,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,25.066666666666663,0.19921875,33.90416666666667,69.41666666666667,0.3768446180555556,0.2430555555555555
2001-06-29,307.8,14.9,37.4,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,24.08333333333333,0.3768446180555556,26.05,80.75,0.2430555555555555,0.7381213450292398
2001-06-30,310.40416666666664,15.6,43.5,1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,0.120536680255323,0.992708874098054,25.59583333333333,0.2430555555555555,26.808333333333334,71.66666666666667,0.7381213450292398,3.668421052631579
